ID Progetto,File,Indirizzo,Imprese,Latitudine,Longitudine
524953,Veneto senza verona e vicenza,Via Cima da Conegliano  31016 Cordignano ( TV ),Impresa Edile Artigiana Fratelli Carlet,45.9443805,12.4231724
525069,TRENTINO ALTO ADIGE,Via A. Raffaelli 3  38060 Volano ( TN ),Edilia srl,45.9196584,11.0633261
525075,TRENTINO ALTO ADIGE,V.le Verona  38123 Trento ( TN ),Edil Nicoletti Costruzioni srl,46.046459,11.1295863
525077,PIEMONTE,Via Antona  28100 Novara ( NO ),Nuova Edil Pernate srl,45.4249149,8.6446938
525186,emilia romagna,Via Zini  41123 Modena ( MO ),Classe Immobiliare srl,44.6627115,10.8878308
525281,Veneto senza verona e vicenza,Via Turchia  35030 Selvazzano Dentro ( PD ),Coeb Costruzioni srl,45.3852811,11.7905623
525291,Veneto senza verona e vicenza,"Via Cardinale Borromeo, 82  35030 Rubano ( PD )",Vega srl,45.4293679,11.8093934
525343,Veneto senza verona e vicenza,Via Draganziolo  35017 Piombino Dese ( PD ),Impresa Edile Tosatto Mauro,45.6041541,11.9924716
525345,Veneto senza verona e vicenza,Via San Leopoldo Mandic  35012 Camposampiero ( PD ),Immobiliare Rialto srl,45.2444178,11.7429146
525391,emilia romagna,Via Piave 1/2-1/3-1/4  40055 Castenaso ( BO ),Residenza Piave srl,44.4985104,11.4246234
525473,PIEMONTE,Via Michelangelo Buonarroti 75  28066 Galliate ( NO ),Airoldi Costruzioni srl,45.4759604,8.6834438
525474,PIEMONTE,Via Luigi Einaudi  12011 Borgo San Dalmazzo ( CN ),Lovera & Aime sas,44.3335692,7.4946596
525748,PIEMONTE,Via Oglianico  10080 Salassa ( TO ),Iso Costruzioni sas,45.3548748,7.6921236
525893,Veneto senza verona e vicenza,Via Monte Civetta  31015 Conegliano ( TV ),Immobiliare Regina srl,45.9010052,12.2856577
525980,PIEMONTE,Via Carducci Giosuè  10030 Rondissone ( TO ),Effepi Costruzioni srl,45.2475175,7.9610149
526149,PIEMONTE,Via F.lli Cairoli  13894 Gaglianico ( BI ),SolHouse snc,45.5353859,8.0876529
526171,emilia romagna,Via Ariosto  42020 Albinea ( RE ),Andria s.coop.rl,44.6044038,10.6373517
526335,PIEMONTE,Stradale Torre Pellice 6  10060 Bricherasio ( TO ),Nota Claudio,44.81866000000001,7.30028
526342,PIEMONTE,Via Tetti Gariglio  10025 Pino Torinese ( TO ),Mecchia Mauro,45.0349654,7.8062618
526451,emilia romagna,Via F.lli Cervi - Via Mattei  40064 Ozzano dell'Emilia ( BO ),Bononia Holding srl,44.4409563,11.4674101
526510,PIEMONTE,C.so Salvemini 25  10137 Torino ( TO ),Capogruppo ATI; G Quadro Impianti srl,45.04432,7.625677
526592,emilia romagna,Via Alpini d'Italia  40036 Monzuno ( BO ),Ingegneria & Costruzioni srl; assegnato,44.2785198,11.2734551
526625,PIEMONTE,Via Sant'Antonio  28845 Domodossola ( VB ),Palissandro Marmi srl,46.1224009,8.2900389
526635,PIEMONTE,Via Sempione  28040 Varallo Pombia ( NO ),RGM di Raso Rosario & C sas,45.6654164,8.6259821
526737,Veneto senza verona e vicenza,Via Caduti di Nassyria snc  35035 Mestrino ( PD ),Costruzioni Zanta Silvano Srl,45.4367638,11.764255
526749,TRENTINO ALTO ADIGE,Via Marconi  39055 Laives ( BZ ),Dalle Nogare Costruzioni srl,46.4242813,11.3314851
526753,TRENTINO ALTO ADIGE,Via della Palade 55  39012 Merano ( BZ ),Dalle Nogare Costruzioni srl,46.659748,11.1558954
526775,Veneto senza verona e vicenza,Via Comugne  30020 Pramaggiore ( VE ),Galli srl,45.8003307,12.7468054
526829,PIEMONTE,Via Provinciale 9  15060 Voltaggio ( AL ),CSG Costruzioni srl,44.6149957,8.844678499999999
526893,emilia romagna,Via Forlì  40018 San Pietro in Casale ( BO ),SEI Sistemi Edili Integrati srl,44.6993844,11.408515
526998,TRENTINO ALTO ADIGE,Via Generale Giacomo Medici 40  38123 Trento ( TN ),Costruzioni Angelini srl,46.0521308,11.1231042
527082,emilia romagna,Via Frattini  41053 Maranello ( MO ),Progetto Edile srl,44.5323597,10.8966423
527249,emilia romagna,Via Orione  47923 Rimini ( RN ),Genius srl,44.0539434,12.5631793
527465,TRENTINO ALTO ADIGE,Via San Nicolò  38037 Predazzo ( TN ),Impresa Costruzioni Tollot srl,46.3094057,11.6003675
527815,Veneto senza verona e vicenza,Via Milano  35020 Albignasego ( PD ),Immobiliare Barison Srl,45.3458096,11.8721954
527825,Veneto senza verona e vicenza,Via Orlandini 10  35131 Padova ( PD ),Ruffato Mario srl,45.4166199,11.8966671
527851,Veneto senza verona e vicenza,V.lo Fanio Soligo  31040 Volpago del Montello ( TV ),Martini Costruzioni Generali srl,45.7812966,12.1238488
528103,emilia romagna,via Don Orsi  43013 Langhirano ( PR ),Chiastra & Pattera Costruzioni srl,44.613644,10.2612933
528306,PIEMONTE,C.so Machiavelli  10078 Venaria Reale ( TO ),AREA Costruzioni SpA,45.1198704,7.626746
528372,Veneto senza verona e vicenza,via Pescarotto  35131 Padova ( PD ),CEV SpA,45.4148438,11.8971935
528499,TRENTINO ALTO ADIGE,Via Roma 29  38073 Cavedine ( TN ),Rialty srls,45.9952347,10.9751259
528520,Veneto senza verona e vicenza,Via San Giovanni di Verdara  35020 Padova ( PD ),Rosso srl; integrato,45.4153583,11.8707347
528555,PIEMONTE,Via Gramsci 3 ang. Via C. Colombo  13900 Biella ( BI ),Essegi srl,45.5642559,8.0559524
528603,PIEMONTE,Via Valduggia   28100 Novara ( NO ),Talpo Massimo Costruzioni,45.453086,8.6080424
528688,TRENTINO ALTO ADIGE,Via Fabio Filzi 1  38062 Arco ( TN ),Teoca Costruzioni srl,45.9171548,10.8815056
528704,emilia romagna,via Emilia Ponente 56  40100 Bologna ( BO ),Tecnocem srl,44.5049614,11.3096751
528818,TRENTINO ALTO ADIGE,Via Cerere  38062 Arco ( TN ),Angelini Remo & C srl,45.9130856,10.8702086
528922,Veneto senza verona e vicenza,P.zza Calvi  31015 Conegliano ( TV ),Luma srl,45.8848608,12.2963579
529002,Veneto senza verona e vicenza,"Via Pietro Caronelli, 28  31015 Conegliano ( TV )",Lavoro srl,45.886057,12.2927579
529055,Veneto senza verona e vicenza,Via Torino  35020 Albignasego ( PD ),CPR srl + LG Costruzioni srl,45.3497754,11.8819131
529152,emilia romagna,via Circonvallazione 6  47838 Riccione ( RN ),Massari Group srl,43.9968934,12.6479424
529262,Veneto senza verona e vicenza,Via Turazza  35128 Padova ( PD ),Ballan Costruzioni srl,45.4078548,11.90821
529270,PIEMONTE,Via Tesoriere   12011 Borgo San Dalmazzo ( CN ),Caselli Massimo Impresa Edile,44.3360964,7.4886522
529540,PIEMONTE,"Via Cesare Battisti, 6  10028 Trofarello ( TO )",Immobiliare Horizon srl,44.9837468,7.7414834
529556,PIEMONTE,Via Archimede  28921 Verbania ( VB ),Costanzo srl,45.9465911,8.5671851
529564,Veneto senza verona e vicenza,via Lancenigo  31100 Treviso ( TV ),Frattin Costruzioni srl,45.6971092,12.2608561
529613,Veneto senza verona e vicenza,v.le Monfenera  31100 Treviso ( TV ),Cecchin srl,45.6707217,12.2346754
529636,TRENTINO ALTO ADIGE,V.le Trento 21  38010 Andalo ( TN ),Edilferretti srl,46.16969599999999,11.0065143
529728,Veneto senza verona e vicenza,Sant'Antonino  31100 Treviso ( TV ),Cecchin srl,45.6669338,12.2430608
529730,PIEMONTE,Via G.Galilei  28062 Cameri ( NO ),Airoldi Costruzioni srl,45.4995801,8.6716221
530034,Veneto senza verona e vicenza,B.go San Gottardo 44  30026 Portogruaro ( VE ),Capogruppo ATI; Castellanimpianti srl,45.7795907,12.8389052
530050,PIEMONTE,via Gentileschi  10044 Pianezza ( TO ),Quintino Costruzioni SpA,45.1128921,7.5506549
530136,emilia romagna,Via Giulio Mattioli  42020 Albinea ( RE ),F&F Costruzioni Generali,44.6047809,10.6362867
530206,emilia romagna,Via Pertini  41042 Fiorano Modenese ( MO ),Arcadia Immobiliare srl,44.5309723,10.8412998
530220,emilia romagna,Via Matteotti 12  40013 Castel Maggiore ( BO ),Cires Società Cooperativa,44.5748347,11.3656729
530550,emilia romagna,Via Caduti di Nassrya  43126 Parma ( PR ),Bucci SpA,44.7821984,10.2999403
530636,PIEMONTE,Torrion Quartara 1  28100 Novara ( NO ),Nuova Edil Pernate srl,45.4182454,8.6146332
530915,PIEMONTE,via Verdi   28075 Grignasco ( NO ),La Torre srl,45.6768814,8.3521766
531244,PIEMONTE,Via del Padre   10040 Leini ( TO ),MC Costruzioni srl,45.1913195,7.7130313
531347,emilia romagna,Via De Andrè  29010 Pontenure ( PC ),Camia Costruzioni srl,44.994085,9.7827163
531415,TRENTINO ALTO ADIGE,loc. Villazzano - salita dei Molini  38123 Trento ( TN ),SEOB srl,46.0479867,11.1463503
531654,emilia romagna,Via Elsa Morante  41053 Maranello ( MO ),Immobiliare Le Querce srl,44.5220991,10.8743849
531826,PIEMONTE,Via Torino 46-48  10055 Condove ( TO ),Costruzioni Sara srl,45.1126278,7.3133723
531877,PIEMONTE,C.so Francia   10093 Collegno ( TO ),FIBE srl,45.0732361,7.5874066
532000,Veneto senza verona e vicenza,Via Spiga 2  32043 Cortina d'Ampezzo ( BL ),Cappellari Costruzioni srl,46.5347433,12.145669
532073,emilia romagna,Via Orsoni  40054 Budrio ( BO ),Molinella Costruzioni srl,44.5325565,11.5369551
532450,PIEMONTE,Via Torino 59   10036 Settimo Torinese ( TO ),PGA Immobiliare srl,45.1323358,7.7566871
532474,emilia romagna,Via Ugo La Malfa  47822 Santarcangelo di Romagna ( RN ),Immobiliare Borgo Spina srl,44.0543759,12.439147
532643,PIEMONTE,C.so 23 Marzo 1849  28100 Novara ( NO ),Airoldi Costruzioni srl,45.4312644,8.637707
532902,PIEMONTE,Via Luigi Antona 3  28100 Novara ( NO ),Nuova Edil Pernate srl + Nuova Edil Pernate srl; assegnato,45.4467749,8.6168696
532904,PIEMONTE,Via Beldì 6  28100 Novara ( NO ),Notarimpresa SpA,45.4461052,8.6061177
532957,PIEMONTE,via tetto crudo  12022 Busca ( CN ),Immobiliare Caligaris sas di carlo Caligaris & C,44.478488,7.5021501
533209,PIEMONTE,Via Belgio   10043 Orbassano ( TO ),ICT srl,45.0118575,7.5444095
533226,TRENTINO ALTO ADIGE,Via Wehrburg  39010 Andriano ( BZ ),Zima Costruzioni srl,46.5213724,11.2294966
533300,PIEMONTE,Via Novara 47  28069 Trecate ( NO ),F.lli Prevja srl,45.4316606,8.727945
533327,Veneto senza verona e vicenza,Via Immacolata di Lourdes  31015 Conegliano ( TV ),Tre srl,45.8983727,12.2924192
533486,TRENTINO ALTO ADIGE,c.da Vicolo Vattaro  38049 Altopiano della Vigolana ( TN ),Impresa Bailoni Marco & C.snc,45.9927553,11.2189663
533667,PIEMONTE,Via Orbassano  10040 Rivalta di Torino ( TO ),DAM sas di Scabin Luigino & C,45.0138169,7.5127669
533810,emilia romagna,via Verdi  47035 Gambettola ( FC ),Gruppo Ritmo srl,44.1200924,12.3332156
533963,PIEMONTE,Via Vigne Vecchie  28100 Novara ( NO ),Edil Pitture srl,45.4559836,8.6685687
534008,TRENTINO ALTO ADIGE,loc. Lagorai  38038 Tesero ( TN ),Conci Costruzioni Srl,46.2808281,11.505513
534158,Veneto senza verona e vicenza,Loc. Via Claudio Rossi  35028 Piove di Sacco ( PD ),Eurocostruzioni srl,45.2901419,12.0275577
534196,Veneto senza verona e vicenza,Via D'Annunzio  35028 Piove di Sacco ( PD ),Beni Immobiliari srl,45.3035289,12.0352019
534235,emilia romagna,V.le della Repubblica   42019 Scandiano ( RE ),Cooperativa Edilizia San Martino; Poldo srl,44.5961361,10.6974956
534239,Veneto senza verona e vicenza,Via Manzoni  35036 Montegrotto Terme ( PD ),Bosco Costruzioni srl,45.3263901,11.7902316
534241,Veneto senza verona e vicenza,Via Sarpi 130  35138 Padova ( PD ),Bosco Costruzioni srl,45.4179278,11.8661518
534242,Veneto senza verona e vicenza,Via Monti 7  35030 Selvazzano Dentro ( PD ),Bosco Costruzioni srl,45.4150499,11.8096818
534381,emilia romagna,Via Basse - Monticelli terme  43022 Montechiarugolo ( PR ),Sercal Costruzioni srl,44.7292565,10.3935586
534558,emilia romagna,Via G. Garibaldi snc  47814 Bellaria-Igea Marina ( RN ),Due Laghi srl,44.1179331,12.4921134
534672,Veneto senza verona e vicenza,Fr. Fiera  31100 Treviso ( TV ),Tesser Costruzioni srl,45.6619779,12.2695878
534724,Veneto senza verona e vicenza,Via Montello 33  31100 Treviso ( TV ),Tesser Costruzioni srl,45.671255,12.2483292
534851,Veneto senza verona e vicenza,via Miacche  35030 Rubano ( PD ),EB Costruzioni srl,45.4262382,11.7937858
535483,Veneto senza verona e vicenza,loc. Mortise  35129 Padova ( PD ),San Lorenzo Invest srl,45.4229999,11.9062735
535601,emilia romagna,via Loreto  47521 Cesena ( FC ),Impresa Edile Medri Renzo & C. snc,44.1092242,12.327577
535705,Veneto senza verona e vicenza,Via San Bortolo  35043 Monselice ( PD ),Battistella Costruzioni srl,45.2150113,11.7594241
535755,emilia romagna,Via Silvio Pellico 6  41042 Fiorano Modenese ( MO ),Edifica srl,44.5395794,10.8128343
535928,emilia romagna,Via Suzzi  48124 Ravenna ( RA ),CMCF Soc. Coop. Muratori Cementisti Faenza,44.4033523,12.1878969
536015,PIEMONTE,Vc. A.Brustio 11  28066 Galliate ( NO ),Airoldi Costruzioni srl,45.4735851,8.6987313
536016,PIEMONTE,Via Serena  10090 Sangano ( TO ),EdilGallo Costruzioni srl,45.0267799,7.4436505
536084,emilia romagna,Via Lord Byron snc  48125 Ravenna ( RA ),Gruppo Ritmo srl,44.3079973,12.343463
536086,emilia romagna,Via Antica Milizia  48121 Ravenna ( RA ),Gruppo Ritmo srl + Gruppo Ritmo srl; assegnato,44.4105409,12.2195399
536388,emilia romagna,Via Virginia Woolf  41053 Maranello ( MO ),Home Immobili srl; assegnato + San Giacomo srl,44.5263024,10.8666834
536434,emilia romagna,Str. Saliceto Panaro  41122 Modena ( MO ),Costruzioni Iris srl,44.6390804,10.9504702
536666,emilia romagna,Via Emilia   40068 San Lazzaro di Savena ( BO ),Bononia Holding srl,44.4711516,11.4096065
536780,PIEMONTE,Via Fra Dolcino  13854 Quaregna Cerreto ( BI ),Barchi Costruzioni srl,45.5694429,8.1655232
536885,PIEMONTE,Via C. Colombo 157  10020 Cavagnolo ( TO ),ARC Antonio Ribaudo Costruzioni srl,45.1534148,8.0510047
537074,emilia romagna,Via Allende 101  47841 Cattolica ( RN ),Rocar Costruzioni srl,43.9574958,12.7311146
537153,emilia romagna,Via delle Americhe  48122 Ravenna ( RA ),Gruppo Ritmo srl,44.4445779,12.2891309
537531,emilia romagna,Via Marangoni  40059 Medicina ( BO ),Next Design Group srl,44.4774299,11.6384994
537627,PIEMONTE,S.P. 589  12030 Manta ( CN ),Tre C Manta srl,44.6157122,7.4882523
537876,Veneto senza verona e vicenza,Loc. Montecchia - v.lo Collodi  35030 Saccolongo ( PD ),ASA Costruzioni Padova srl,45.3904355,11.7624383
538088,PIEMONTE,C.so Francia  10093 Collegno ( TO ),DueB Costruzioni srl,45.0732361,7.5874066
539687,PIEMONTE,via Strera  28047 Oleggio ( NO ),Raso Michele,45.5969335,8.6546948
539779,emilia romagna,Via Ravenna ang. Via Savio   47814 Bellaria-Igea Marina ( RN ),Moma srl,44.1590669,12.4448064
539953,TRENTINO ALTO ADIGE,Via Piccola  38051 Borgo Valsugana ( TN ),Kostruire srl,46.0490627,11.4665551
540114,PIEMONTE,Via Avogadro  13854 Quaregna Cerreto ( BI ),Barchi Costruzioni srl,45.5826658,8.1621373
540140,Veneto senza verona e vicenza,Via Mons. Luigi Antonello   31036 Istrana ( TV ),Immobiliare Stemarc sas,45.680538,12.1032363
540351,Veneto senza verona e vicenza,Via Cassan  35121 Padova ( PD ),Bassetto Costruzioni srl; Pesce Costruzioni srl,45.4094223,11.8801858
541142,PIEMONTE,Via Monviso 11/13  12030 Torre San Giorgio ( CN ),Vema srl,44.7350483,7.52582
541249,emilia romagna,Via Formica (ex c.d.1)   43015 Noceto ( PR ),Rgm New srl,44.8154328,10.1608759
541348,emilia romagna,Via Erberto Carboni  43123 Parma ( PR ),La Torre srl,44.7788223,10.3670603
541513,PIEMONTE,Via Pratonuovo  10040 Leini ( TO ),Grassia Costruzioni srl,45.1917297,7.7034205
541535,PIEMONTE,C.so XXV Aprile  12022 Busca ( CN ),Rosso Enzo e F.lli Costruzioni Edili snc,44.5206547,7.4758796
542206,Veneto senza verona e vicenza,Via Garibaldi  31053 Pieve di Soligo ( TV ),De Biasi Costruzioni snc,45.9014921,12.1716702
542609,emilia romagna,V.le delle Americhe  48122 Ravenna ( RA ),Gruppo Ritmo srl,44.4445779,12.2891309
