ID Progetto,File,Indirizzo,Imprese,Valore Stimato,Latitudine,Longitudine
491816,DEFINITIVO PIEMONTE MAGGIO ,Via Santa Caterina 25  15011 Acqui Terme ( AL ),Bianchi Costruzioni sas di Bianchi geom Carlo e C,855000,44.6733784,8.464229999999999
492195,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,V.le Giulio Richard 1  20143 Milano ( MI ),Intesa Costruzioni srl,25000000,45.4452971,9.146776299999999
492361,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Forze Armate 195  20152 Milano ( MI ),Gruppo CVL Costruzioni Vinco Legnano SpA,7500000,45.4601577,9.1122435
492519,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Arno 39  20089 Rozzano ( MI ),Borio Mangiarotti SpA,10000000,45.3958445,9.1676807
492627,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Somaini 5  22020 San Fermo della Battaglia ( CO ),Impredima srl,2532000,45.8082636,9.0416983
492823,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Alserio 20  20159 Milano ( MI ),Grassi & Crespi srl,5000000,45.49072870000001,9.1867926
492880,DEFINITIVO LIGURIA MAGGIO 2025,Loc. Valloni  17038 Villanova d'Albenga ( SV ),Edilparc srl,1000000,44.0716976,8.0844598
492911,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,P.zza Hiroshima e Nagasaki  20099 Sesto San Giovanni ( MI ),Bua Costruzioni Generali srl,418000,45.5287282,9.23721
492978,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via San Fereolo 11  26900 Lodi ( LO ),DP Costruzioni srl,2704000,45.3060319,9.487083799999999
493130,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Daniele Crespi 16  20123 Milano ( MI ),Edilpark SpA,2000000,45.45674140000001,9.1731759
493132,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Vasari 19  20135 Milano ( MI ),Cogefa SpA,20000000,45.4544698,9.207263099999999
493574,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Carlo Goldoni  35010 Massanzago ( PD ),Fam Real Estate; assegnato,450000,45.5534686,12.0013151
493637,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Balduccio da Pisa 7  20139 Milano ( MI ),Tecnosuolo srl,20000000,45.4418499,9.2082373
493747,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Tine  44022 Comacchio ( FE ),Cires Società Cooperativa; Consorzio Integra Società Cooperativa; Seep Bo srl,1515000,44.6859721,12.1940148
493748,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Risorgimento  44022 Comacchio ( FE ),Alco Costruzioni srl,1069000,44.6783948,12.2299464
493834,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Costa snc  40011 Anzola dell'Emilia ( BO ),Marvitt srl,3000000,44.5508455,11.1883751
493937,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Pompeo Mariani 14  20128 Milano ( MI ),Botta SpA,5000000,45.5108196,9.2339149
494250,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Nigrisoli  40026 Imola ( BO ),Samiro Costruzioni srl,1000000,44.3571996,11.6914308
494356,DEFINITIVO LIGURIA MAGGIO 2025,L.go Gerolamo Gaslini 5  16147 Genova ( GE ),Arcoservizi SpA; CMB Coop Muratori e Braccianti di Carpi srl; Mieci SpA,164400000,44.39123379999999,8.9882592
494465,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Mar Nero  41012 Carpi ( MO ),Garc SpA; assegnato,9363000,44.8213778,10.88605
494586,DEFINITIVO PIEMONTE MAGGIO ,Via Calderara 12-18  28100 Novara ( NO ),Gruppo Tecnoimprese srl,2204000,45.4453275,8.645506899999999
494678,DEFINITIVO PIEMONTE MAGGIO ,Via Beale  10094 Giaveno ( TO ),Consorzio Innova Società Cooperativa,1067000,45.0343803,7.3468669
494738,DEFINITIVO TRENTINO FINO A MAGGIO 2025,Via Fedrigotti 7  38068 Rovereto ( TN ),Edilvalorzi srl,407000,45.8848108,11.0202568
494828,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Imborgnana  21050 Cuasso al Monte ( VA ),Capogruppo ATI; Editel SpA; aggiudicato a favore della RTP indicata mediante sottoscrizione di; assegnato,3629000,45.9064239,8.8602493
495102,DEFINITIVO VENETO FINO A MAGGIO 2025,Via per Crero  37010 Torri del Benaco ( VR ),Luma Immobilien srl,200000,45.6366762,10.7071696
495145,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Ponte Nuovo 51  20128 Milano ( MI ),PASIFIM srl,3800000,45.5085166,9.2361633
495163,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,P.za Ospedale Maggiore 3  20161 Milano ( MI ),ArCo Lavori s.coop.consortile + ArCo Lavori s.coop.consortile; aggiudicato a seguito di sottoscrizione di accordo quadro.; assegnato + Capogruppo ATI + Capogruppo ATI; Gruppo Eden srls Edilizia Energetica + Capogruppo ATI; Gruppo Eden srls Edilizia Energetica; integrato aggiudicato a seguito di sottoscrizione di accordo + Multi Manutenzione srl; integrato,1573000,45.50795069999999,9.186401499999999
495233,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Caduti in Missione di Pace  20134 Milano ( MI ),Costruire In srl; Edil Finazzi srl,20000000,45.4778724,9.2497942
495306,DEFINITIVO PIEMONTE MAGGIO ,V.le degli Angeli 130  12100 Cuneo ( CN ),Artusio Costruzioni srl; assegnato,1000000,44.3710052,7.539538199999999
495402,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via De Gasperi  24030 Ambivere ( BG ),Assolari Luigi & C.SpA; Capogruppo ATI,1461000,45.7185199,9.5472196
495407,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Loc.Campelli   23010 Albosaggia ( SO ),CoGeTri srl,765000,46.13511099999999,9.8688032
495412,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Lama di Reno 30  40043 Marzabotto ( BO ),Balestri Srl; Effe-Gi Impianti Srl,5587000,44.3652244,11.2157117
495495,DEFINITIVO EMILIA ROMAGNA MAGGIO,V.le Amerigo Vespucci  48125 Ravenna ( RA ),Galileo srl,5800000,44.3241064,12.3337811
495536,DEFINITIVO PIEMONTE MAGGIO ,Loc. Area Altipiano  12100 Cuneo ( CN ),Giordano Costruzioni srl,1200000,44.3844766,7.5426711
495669,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via dei Rospigliosi 43  20148 Milano ( MI ),ImpreDo SpA,25000000,45.4758905,9.127056999999999
495780,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Roma  45030 Pontecchio Polesine ( RO ),Giotto srl,920000,45.0183253,11.8176784
495897,DEFINITIVO EMILIA ROMAGNA MAGGIO,via Belisardi  47833 Morciano di Romagna ( RN ),Immobiliare Valconca snc; SB Gestioni snc; assegnato,300000,43.9094638,12.6533025
495903,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Saragat  40019 Sant'Agata Bolognese ( BO ),Edilcraft srl,4500000,44.6595848,11.1456225
496052,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Gaeta 18  20161 Milano ( MI ),Gruppo Cogifer SpA,5000000,45.5206184,9.1720946
496253,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Martiri delle Foibe  32036 Sedico ( BL ),Tena srl,1500000,46.1138677,12.0928919
496283,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Pizzi 5  20141 Milano ( MI ),Gruppo Cogifer SpA,5000000,45.43694989999999,9.2011521
496292,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via dei Giaggioli  20147 Milano ( MI ),Capogruppo ATI; Scotta srl,45710000,45.450409,9.1303121
496329,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Papa Giovanni XXIII 19 a/b  22060 Arosio ( CO ),Impresa Bellomi snc,906000,45.7419855,9.113189
496371,DEFINITIVO VENETO FINO A MAGGIO 2025,Via dei Lotti 40  36061 Bassano del Grappa ( VI ),Vittadello SpA,10156000,45.74865579999999,11.746386
496384,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Sacco e Vanzetti  44021 Codigoro ( FE ),Cires Società Cooperativa; Consorzio Integra Società Cooperativa; Seep Bo srl,1556000,44.8296325,12.1162043
496560,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Tisi 4  44011 Argenta ( FE ),Cires Società Cooperativa; Consorzio Integra Società Cooperativa; Seep Bo srl,2614000,44.6107088,11.8420214
496599,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via R. Livatino 2  43039 Salsomaggiore Terme ( PR ),Renato Monica srl; integrato,682000,44.81658849999999,9.9945036
496621,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Garbagnate  20045 Lainate ( MI ),GiMaCo Costruzioni srl,6000000,45.5738011,9.0403453
496671,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Verga 2  44047 Terre del Reno ( FE ),Medil srl Costruzioni Generali,726000,44.8019071,11.4133937
496705,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Colombo  21040 Gerenzano ( VA ),Delta Ecopolis Soc Coop; assegnato,15000000,45.6441495,9.0027979
496776,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Andrea Costa 4  42016 Guastalla ( RE ),Edilpiù di Vaccari Emerenzio & C Snc,1536000,44.9212965,10.6504698
496930,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Vittorio Emanuele II 20/ a-b  44027 Fiscaglia ( FE ),GC Appalti srl; assegnato; integrato,1382000,44.798827,11.9735855
496932,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Rodolfo Morandi 1  44023 Lagosanto ( FE ),P & C Costruzioni srl; Rico Costruzioni srl; integrato,753000,44.7625854,12.1453606
496942,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Lorenzini 1  44020 Ostellato ( FE ),Medil srl Costruzioni Generali,725000,44.7652349,11.8729277
496946,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Roma 39  44015 Portomaggiore ( FE ),Alco Costruzioni srl,1951000,44.6994501,11.8062143
497418,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Celletta dell'Olio  47822 Santarcangelo di Romagna ( RN ),Dolci Ezio,150000,44.0539705,12.4438825
497428,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Silvio Pellico  22078 Turate ( CO ),De Marchi Danilo Costruzioni srl,2400000,45.6588164,9.0072405
497519,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Pozzo Bianco  27045 Casteggio ( PV ),Impresa Edile Luigi Privitello,1000000,45.0122403,9.1248284
497639,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,V.le Sarca 45  20125 Milano ( MI ),Luxury Restauri e Ristrutturazioni srl,3000000,45.505708,9.2025315
497722,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Nenni 41  44028 Poggio Renatico ( FE ),Medil srl Costruzioni Generali; integrato,708000,44.76243849999999,11.4895676
497909,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Focherini  41043 Formigine ( MO ),Frascari Ferruccio SpA,4800000,44.5799229,10.8447998
497912,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Gallarana  20900 Monza ( MB ),Replas Costruzioni srl; assegnato,350000,45.5859195,9.2972687
498124,DEFINITIVO PIEMONTE MAGGIO ,Via Orsoline  28922 Verbania ( VB ),Fracti Costruzioni srl; assegnato,5000000,45.9250592,8.5509109
498243,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Marconi 4  24050 Cavernago ( BG ),Prefgab srl,2035000,45.6166157,9.759993399999999
498303,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Stilicone 16  20154 Milano ( MI ),Edil CEI srl,4000000,45.490872,9.1693869
498510,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via del Borgo Basso  24040 Bonate Sotto ( BG ),Edil Ceramiche Beretta srl,2500000,45.6655156,9.5637594
498532,DEFINITIVO EMILIA ROMAGNA MAGGIO,V.le Piemonte  47838 Riccione ( RN ),Sorgente srl,932000,44.0077449,12.6269914
498812,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Romagna  20090 Buccinasco ( MI ),Pianesi & Associati srl,798000,45.4145564,9.108064
498883,DEFINITIVO VENETO FINO A MAGGIO 2025,via don Giuseppe Chiminazzo  37040 Veronella ( VR ),Impresa Edile Immobiliare Barche srl,300000,45.3423991,11.3179689
498895,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via B.go San Giuseppe 32  43125 Parma ( PR ),Cams Servizi Edili srl; Capogruppo ATI; F.lli B System Srl,1116000,44.7997812,10.3191568
498898,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via del Garda 8  43123 Parma ( PR ),Cams Servizi Edili srl; Capogruppo ATI,1227000,44.8023183,10.3503157
499023,DEFINITIVO PIEMONTE MAGGIO ,Via Martiri  12081 Beinette ( CN ),Impresa Edile Marchisio di Marchisio Renato & C,3000000,44.3667195,7.6426329
499108,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via San Leo 10  44019 Voghiera ( FE ),Medil srl Costruzioni Generali,498000,44.7670023,11.751336
499209,DEFINITIVO PIEMONTE MAGGIO ,Via San Gillio  10044 Pianezza ( TO ),Fanutza Costruzioni srl; Franchino Costruzioni srl; assegnato,5000000,45.1145938,7.5445213
499256,DEFINITIVO EMILIA ROMAGNA MAGGIO,via Mirti  43015 Noceto ( PR ),Classe A srl,300000,44.8220546,10.2150709
499417,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Cappuccini 34  37013 Caprino Veronese ( VR ),ArCo Lavori s.coop.consortile; Gelmini Cav. Nello SpA; Ruffato Mario srl,6088000,45.6084564,10.7966241
499432,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Ospedale   37012 Bussolengo ( VR ),ArCo Lavori s.coop.consortile; Radar srl,4300000,45.4753162,10.8496613
499486,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Villa Trezza   37042 Caldiero ( VR ),Lasa F.lli Nata srl,1574000,45.4136187,11.14945
499529,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Giulio Carcano 32  20141 Milano ( MI ),Edil Ferri SpA,8000000,45.4390031,9.1821174
500018,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Loc. Tolao  24010 Costa Serina ( BG ),L'Orobica srl,8000000,45.8320262,9.7408589
500059,DEFINITIVO VENETO FINO A MAGGIO 2025,Via della Pace  45010 Villadose ( RO ),Edilcos Costruzioni srl,1200000,45.0740046,11.8920927
500410,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Cancano 5  20152 Milano ( MI ),Albini e Castelli srl,15000000,45.46061419999999,9.1012665
500488,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Tazzoli 5  22060 Carugo ( CO ),Zaco srl,6000000,45.7119544,9.194099999999999
500506,DEFINITIVO PIEMONTE MAGGIO ,Via Buonarroti 18  28100 Novara ( NO ),Costruzioni Edili Ferrò srl,1500000,45.4427088,8.6149559
500595,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Card.Maculani  29100 Piacenza ( PC ),Housingest Network Srl,1831000,45.0588439,9.6945459
500677,DEFINITIVO PIEMONTE MAGGIO ,Via G. Pacchiotti   10094 Giaveno ( TO ),Macchia srl,3000000,45.0776928,7.6274815
500774,DEFINITIVO PIEMONTE MAGGIO ,Via Comba Romana  12026 Piasco ( CN ),Rinaudo Costruzioni di Rinaudo Francesco & C snc,3000000,44.56238,7.4513213
500796,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Sant'Agostino  21057 Olgiate Olona ( VA ),Edilvit srl; assegnato,1000000,45.6378278,8.8856064
500955,DEFINITIVO VENETO FINO A MAGGIO 2025,Q.re. San Liberale  31100 Treviso ( TV ),Capogruppo ATI; Ecis Global srl; Mini Costruzioni Srl,4000000,45.5494774,12.3366256
500988,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Melzo 7  20129 Milano ( MI ),Forma srl,5000000,45.4729402,9.209293200000001
500991,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Trezzo d'Adda 14  20144 Milano ( MI ),Borio Mangiarotti SpA,3500000,45.4559553,9.1567745
501108,DEFINITIVO PIEMONTE MAGGIO ,C.so Stati Uniti 21  10128 Torino ( TO ),Primula Costruzioni srl,10000000,45.06249469999999,7.6701742
501329,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Aril  46041 Asola ( MN ),Bonazzoli Costruzioni srl,900000,45.2209079,10.4159001
501562,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Viganò 1  22100 Como ( CO ),Mazzucchi Costruzioni srl,9000000,45.7979236,9.0907732
501581,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Ponchielli 59  26022 Castelverde ( CR ),LoBa Costruire srl,320000,45.2165294,9.9858729
501670,DEFINITIVO PIEMONTE MAGGIO ,Via Cavour 3  28100 Novara ( NO ),Capogruppo ATI,1402000,45.4493226,8.6218956
501679,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Calabria  20158 Milano ( MI ),House & Works srl,3000000,45.4961801,9.1694234
501683,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Barnaba Oriani 58  20156 Milano ( MI ),COEMI Coop Edile Muratori srl,6000000,45.5009135,9.133054999999999
501719,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Antonio Carpene'  31015 Conegliano ( TV ),Fim Group srl; assegnato,1200000,45.8931795,12.3025181
501856,DEFINITIVO PIEMONTE MAGGIO ,Area ex Veglio   10154 Torino ( TO ),Mattioda Pierino & Figli SpA,13007000,45.0998344,7.710656600000001
502032,DEFINITIVO PIEMONTE MAGGIO ,Via Voltaggio   15066 Gavi ( AL ),Vallemme Costruzioni snc; assegnato,3000000,44.6838916,8.8074559
502102,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Monte Sordo  21019 Somma Lombardo ( VA ),Koliba srl,1200000,45.6892471,8.6987319
502258,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Vc. Giusti  23868 Valmadrera ( LC ),Radaelli Costruzioni srl,418000,45.848789,9.3581283
502365,DEFINITIVO VENETO FINO A MAGGIO 2025,Via del Bersagliere  37045 Legnago ( VR ),Veneta Costruzioni srl; assegnato,1500000,45.1826466,11.1464687
502430,DEFINITIVO EMILIA ROMAGNA MAGGIO,Str. del Lazzaretto  43123 Parma ( PR ),Buozzi & C. Costruzioni srl,5000000,44.7613676,10.3761713
502432,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Budellungo Est  43123 Parma ( PR ),Immobiliare Farnese srl,4000000,44.78385,10.346774
502671,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Socrate 64  20128 Milano ( MI ),Edil Eco srl,7500000,45.52064379999999,9.2293266
502674,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Celletta dell’Olio 649  47822 Santarcangelo di Romagna ( RN ),EnCam Srl,252000,44.0529763,12.4438342
502675,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Caravaggio  25028 Verolanuova ( BS ),Lucchini Costruzioni srl,2500000,45.3322172,10.0738813
502677,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Loc. Budrie  25028 Verolanuova ( BS ),Lucchini Costruzioni srl,2300000,45.32607360000001,10.0748315
502768,DEFINITIVO LIGURIA MAGGIO 2025,via S.Pietro  17011 Albisola Superiore ( SV ),Levy srl,4000000,44.333643,8.5132126
502858,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Circonvallazione 14bis  46027 San Benedetto Po ( MN ),Martinotti Prefabbricati srl,683000,45.0391334,10.9265017
503287,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Luigi Mangiagalli 3  20133 Milano ( MI ),COEMI Coop Edile Muratori srl,15000000,45.4743291,9.2244728
503296,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Giovanni XXIII  24040 Madone ( BG ),Roncelli Group srl,3000000,45.6506156,9.5507495
503391,DEFINITIVO PIEMONTE MAGGIO ,Via Costantino Perazzi 34  28100 Novara ( NO ),Frola Group Costruzioni,1000000,45.4411356,8.6082627
503750,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Nazionale Ponente 5  44011 Argenta ( FE ),Gemmo SpA; assegnato; integrato aggiudicato all'impresa segnalata. Lavori,10059000,44.6121017,11.8346475
503757,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,P.le Archinto  20159 Milano ( MI ),Edil BB srl,5000000,45.4878632,9.1872696
503806,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Gandolfi  40050 Castello d'Argile ( BO ),Merighi srl,600000,44.6762477,11.2955451
503846,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Egidio Folli 24  20134 Milano ( MI ),Coccia Costruzioni srl,7300000,45.4858876,9.2454048
503993,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Scarlatti 2  45100 Rovigo ( RO ),Barzon Costruzioni Generali; aggiudicato; assegnato,780000,45.0674915,11.771813
503994,DEFINITIVO VENETO FINO A MAGGIO 2025,Via W. Ferrari 30  45100 Rovigo ( RO ),Milan Luigi srl,758000,45.0748447,11.7850885
504015,DEFINITIVO PIEMONTE MAGGIO ,St. Romana  10040 Caselette ( TO ),Impresapiemonte srl,5000000,45.107729,7.4823481
504025,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Fenice 5  25049 Iseo ( BS ),PR Edil Group srl,600000,45.6655696,10.0660154
504034,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via De Gasperi 21  25086 Rezzato ( BS ),"Gruppo Rossi srl; assegnato; assegnato all'impresa indicata con un ribasso del 16,744% .",1465000,45.5145905,10.3179163
504053,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Fenuzzi   41049 Sassuolo ( MO ),Acea Costruzioni SpA,3000000,44.5400508,10.7824231
504158,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Carducci   27054 Montebello della Battaglia ( PV ),CAES Cons Artigiano Edile Sicilia,775000,45.0057916,9.0990233
504226,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Morgantini   20148 Milano ( MI ),CIES Costruzioni Industrializzate Edili Stradali srl,2387000,45.4700641,9.1342647
504244,DEFINITIVO EMILIA ROMAGNA MAGGIO,via Benassi  41122 Modena ( MO ),Morbio Costruzioni SpA,10000000,44.6573172,10.9279091
504281,DEFINITIVO PIEMONTE MAGGIO ,Via Umberto I  10060 Piscina ( TO ),Impregest srl,814000,44.9153292,7.4283998
504317,DEFINITIVO TRENTINO FINO A MAGGIO 2025,Via Filzi 8  38122 Trento ( TN ),Mastropasqua Costruzioni srl,2386000,46.0588017,11.1195721
504369,DEFINITIVO TRENTINO FINO A MAGGIO 2025,Via Salita dei Molini  38123 Trento ( TN ),Rs Iniziative srl,1120000,46.0460241,11.1471511
504390,DEFINITIVO TRENTINO FINO A MAGGIO 2025,Via delle Tre Croci 52  38121 Trento ( TN ),Franceschini Paolo srl,2720000,46.12672449999999,11.1152692
504423,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Paolo Uccello 22  20148 Milano ( MI ),Di Vincenzo Dino & C SpA DVC,1400000,45.4797121,9.145085800000002
504444,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Camillo Benso Conte di Cavour 55  20040 Cambiago ( MI ),SIR srl,2000000,45.5750664,9.4198074
504464,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Castellana  24050 Zanica ( BG ),Notarimpresa SpA,6000000,45.6379477,9.6772501
504493,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Solari 40  20144 Milano ( MI ),Capogruppo ATI; GiDoGi srl,7971000,45.4545063,9.1598557
504507,DEFINITIVO TRENTINO FINO A MAGGIO 2025,Via Maioliche 40  38068 Rovereto ( TN ),Bertolini Ocea Impianti srl; DEGA di Gasperini Miriam & C sas,1867000,45.8830613,11.0376815
504521,DEFINITIVO TRENTINO FINO A MAGGIO 2025,Via Claudia Augusta 87/89  39100 Bolzano ( BZ ),AP Elettrica snc di Alberto Pecoraro e C.; Capogruppo ATI; Termoidraulica Parotto Vittorino srl,1953000,46.48219049999999,11.3425006
504539,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Don Stefano Zanoni  24050 Calcinate ( BG ),F.lli Valli srl,300000,45.614815,9.8038491
504662,DEFINITIVO VENETO FINO A MAGGIO 2025,Vc. Palladio  31040 Volpago del Montello ( TV ),Costruzioni Bordignon srl; assegnato,1800000,45.740844,12.0903249
504833,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Castello 24  24064 Grumello del Monte ( BG ),Cosentino Nicola srl,431000,45.6364797,9.871649
504962,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via dei Ceresini  24048 Treviolo ( BG ),Trezzo Costruzioni srl; assegnato,1280000,45.6688311,9.5875778
504965,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Dordo  24040 Bonate Sopra ( BG ),FA Costruzioni srl,2000000,45.6847697,9.5501875
504999,DEFINITIVO PIEMONTE MAGGIO ,Via Roccaforte  12089 Villanova Mondovì ( CN ),Carlotta Case srl; assegnato,500000,44.341831,7.7645778
505010,DEFINITIVO PIEMONTE MAGGIO ,Via Luigi Einaudi 26-28  12011 Borgo San Dalmazzo ( CN ),Giuggia Costruzioni srl,4500000,44.3343952,7.495040200000001
505017,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Sauro  20021 Baranzate ( MI ),Techne SpA,1971000,45.5308831,9.1148892
505048,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Autoparco  47122 Forlì ( FC ),CSC Costruzioni srl; Capogruppo ATI; Minicucci Cairo Srl,4624000,44.2323214,12.0342214
505058,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Desenzano  25087 Salò ( BS ),Kronos srl,3500000,45.5833918,10.5201201
505062,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Mar Jonio 9  20148 Milano ( MI ),Iazzetta Costruzioni srl,2343000,45.4749215,9.1373105
505067,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Santa Marta 1  20123 Milano ( MI ),Pagotto Alfredo Servizi srl,5000000,45.463473,9.1839031
505109,DEFINITIVO VENETO FINO A MAGGIO 2025,Via San Francesco  35028 Piove di Sacco ( PD ),Lasa F.lli Nata srl,2499000,45.2922868,12.0345921
505126,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Scalo Porta Romana  20100 Milano ( MI ),Torchio & Daghero SpA; assegnato,5000000,45.4457871,9.205964999999999
505156,DEFINITIVO PIEMONTE MAGGIO ,Via Argentera  10086 Rivarolo Canavese ( TO ),Mautino Armando & C snc,2000000,45.3164247,7.7224179
505269,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Roncaglia 8  20146 Milano ( MI ),Sercos SpA,6000000,45.4590824,9.153704099999999
505292,DEFINITIVO LIGURIA MAGGIO 2025,via Airenti  18100 Imperia ( IM ),Zanotto Marco srl,1100000,43.8804711,8.0016458
505408,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Pandina 29  26837 Mulazzano ( LO ),Gardenia srl; assegnato,2200000,45.3737777,9.3986559
